Título,Ubicación,Marca,Modelo,Año,Versión,Color,Tipo de combustible,Puertas,Transmisión,Motor,Tipo de carrocería,Kilómetros,Piloto automático,Aire acondicionado,Dirección,Control de tracción,Capacidad de personas,Capacidad del tanque,Potencia,Largo,Altura,Ancho,Distancia entre ejes,Precio
Citroën C4 2.0 Sx Am70,Bs.As. G.B.A. Oeste,,C4,2010,2.0 Sx Am70,Negro,Nafta,5,Manual,2.0,Sedán,188000,,Sí,Asistida,Delantera,5,60 L,143,4260,1471,1775,2555 mm,7500
Toyota Hilux 3.0 Cd Srv Cuero I 171cv 4x4,Buenos Aires Interior,Toyota,Hilux,2012,3.0 Cd Srv Cuero I 171cv 4x4,Blanco,Diésel,4,Manual,3.0,Pick-Up,263000,,,Hidráulica,4x4,5,80 L,171,5260,1860,1855,2860 mm,13800
Volkswagen Golf 1.4 Highline Tsi Dsg,Bs.As. G.B.A. Norte,Volkswagen,Golf,2017,1.4 Highline Tsi Dsg,Negro,Nafta,5,Automática,1.4,Hatchback,98000,Sí,Sí,Eléctrica,Delantera,5,50 L,150,4255,1452,1799,2638 mm,19000
Ford Ka 1.5 S 4 p,Bs.As. G.B.A. Sur,Ford,Ka,2020,1.5 S 4 p,Blanco,Nafta,4,Manual,1.5,Sedán,74000,No,Sí,Eléctrica,Delantera,5,52 L,123,4254,1525,1808,2643 mm,15000
Ford Fiesta Kinetic Design 1.6 Titanium Powershift 120cv,Bs.As. G.B.A. Sur,Ford,Fiesta Kinetic Design,2016,1.6 Titanium Powershift 120cv,Blanco,Nafta,5,Automática,1.6,Hatchback,93200,Sí,,Asistida,Delantera,5,47 L,120,4056,1476,1639,2472 mm,12900
Ford Fiesta Kinetic 2017 1.6 Se Plus Powershift 120cv,Bs.As. G.B.A. Oeste,Ford,Fiesta Kinetic,2017,1.6 Se Plus Powershift 120cv,,Nafta,5,Automática,1.6,Hatchback,50187,Sí,,Asistida,Delantera,5,47 L,120,4056,1476,1931,2920 mm,12000
BMW Serie 3 3.0 335i Coupe Sportive 306cv,Capital Federal,BMW,Serie 3,2008,3.0 335i Coupe Sportive 306cv,Negro,Nafta,2,Manual,3.0,Coupé,120000,Sí,Sí,Asistida,Trasera,5,63 L,306,4580,1395,1734,2490 mm,25000
Fiat Uno 1.4 Way,Capital Federal,Fiat,Uno,2012,1.4 Way,Blanco,Nafta/GNC,5,Manual,1.4,Hatchback,210000,No,Sí,Hidráulica,Delantera,5,48 L,85,3770,1555,1740,2540 mm,7250
Dodge Journey 2.4 Sxt Atx (3 Filas)+dvd+techo,Córdoba,Dodge,Journey,2011,,Blanco,Nafta,5,Automática,2.4,SUV,340000,Sí,Sí,Hidráulica,4x2,5,78 L,,4887,1692,1985,3020 mm,11000
BMW Serie 3 2.0 320i Sedan Executive,Bs.As. G.B.A. Norte,BMW,Serie 3,2018,2.0 320i Sedan Executive,Negro,Nafta,4,Manual,2.0,Sedán,60000,No,Sí,Asistida,Trasera,5,60 L,184,4624,1429,1665,2718 mm,36000
Ford Ka 1.0 Fly 63cv,Bs.As. G.B.A. Sur,Ford,Ka,2013,1.0 Fly 63cv,,Nafta,3,Manual,1.0,Hatchback,101000,,,,Delantera,5,45 L,63,3836,1420,2070,4332 mm,9000
Chevrolet Corsa 1.6 Gl Aa Dh,Bs.As. G.B.A. Norte,Chevrolet,Corsa,2005,1.6 Gl Aa Dh,Gris,Nafta,5,Manual,1.6,Hatchback,160000,,Sí,Hidráulica,Delantera,5,54 L,102,4056,1448,1808,2537 mm,4800
Volkswagen Nivus 1.0 Tsi 200 Comfortline,Capital Federal,Volkswagen,Nivus,2023,1.0 Tsi 200 Comfortline,Blanco,Nafta,5,Automática,1.0,SUV,19500,,,Hidráulica,4x2,5,52 L,116,4266,1493,1757,2566 mm,26500000
Toyota Hilux srx 4x4 mt,Chaco,Toyota,Hilux,2017,srx 4x4 mt,,Diésel,4,Automática,2.8,Pick-Up,137000,Sí,,Hidráulica,4x4,5,80 L,177,5260,1850,1855,2860 mm,27500
Peugeot 308 1.6 Allure Nav Hdi 115cv Pro.cre.auto,Bs.As. G.B.A. Sur,Peugeot,308,2015,1.6 Allure Nav Hdi 115cv Pro.cre.auto,Gris,Diésel,5,Manual,1.6,Hatchback,111000,,,Hidráulica,Delantera,5,60 L,115,4276,1519,1815,2608 mm,5500000
Peugeot 2008 1.6 Feline Tip,Bs.As. G.B.A. Oeste,Peugeot,2008,2022,1.6 Feline Tip,,Nafta,5,Automática,1.6,SUV,17000,,,Eléctrica,Delantera,5,55 L,115,4159,1583,1739,2542 mm,28900000
Peugeot Partner Patagónica 1.6 Hdi Vtc Plus,Bs.As. G.B.A. Sur,Peugeot,Partner Patagónica,2016,1.6 Hdi Vtc Plus,Negro,Diésel,4,Manual,1.6,Monovolumen,68000,,,Hidráulica,Delantera,5,55 L,90,4137,1838,1960,2693 mm,15500
Peugeot 208 1.6l Allure,Capital Federal,Peugeot,208,2022,1.6l Allure,Negro,Nafta,5,Manual,1.6,Hatchback,22000,Sí,Sí,Asistida,Delantera,5,47 L,115,4075,1453,1738,2538 mm,17900
Honda CR-V 2.4 Lx 2wd 175cv Cvt,Bs.As. G.B.A. Oeste,Honda,CR-V,2017,2.4 Lx 2wd 175cv Cvt,Gris,Nafta,5,Automática,2.4,SUV,94000,Sí,,Eléctrica,4x2,5,58 L,175,4530,1655,1656,2465 mm,21000
Audi A3 1.4 Tfsi Stronic 125cv,Bs.As. G.B.A. Norte,Audi,A3,2017,1.4 Tfsi Stronic 125cv,Gris,Nafta,5,Automática,1.4,Hatchback,112000,No,Sí,Asistida,Delantera,5,50 L,122,4237,1421,1842,2468 mm,18500
Toyota Hilux 3.0 Cd Sr 171cv 4x2 - B3,Bs.As. G.B.A. Oeste,Toyota,Hilux,2014,3.0 Cd Sr 171cv 4x2 - B3,Plateado,Diésel,4,Manual,3.0,Pick-Up,179000,,,Hidráulica,4x2,5,80 L,171,5260,1860,1855,2860 mm,21500000
Renault Kangoo 1.6 Furgon Ph3 Confort 5as Lc,Córdoba,Renault,Kangoo,2015,1.6 Furgon Ph3 Confort 5as Lc,Blanco,Nafta/GNC,3,Manual,1.6,Furgón,170000,,Sí,Hidráulica,Delantera,2,52 L,95,4010,1860,1672,2600 mm,13500000
Toyota Etios 1.5 Sedan Xls My19,Córdoba,Toyota,Etios,2019,1.5 Sedan Xls My19,Plateado,Nafta,4,Manual,1.5,Sedán,80000,,,Eléctrica,Delantera,5,45 L,103,4265,1510,1695,2460 mm,17500000
BMW X1 2.0 Sdrive 20i Active 184cv,Capital Federal,BMW,X1,2013,2.0 Sdrive 20i Active 184cv,Negro,Nafta,5,Manual,2.0,SUV,164613,,Sí,Hidráulica,4x2,5,63 L,184,4477,1545,1722,2489 mm,17490
Ford Ranger 3.2 Cd Limited Tdci 200cv Automática,Córdoba,Ford,Ranger,2018,3.2 Cd Limited Tdci 200cv Automática,Rojo,Diésel,4,Automática,3.2,Pick-Up,131416,Sí,,Eléctrica,4x4,5,80 L,200,5359,1815,1860,3220 mm,33500000
Citroën C4 Cactus 1.6 Thp 165 At6 Shine,Capital Federal,,C4 Cactus,2020,1.6 Thp 165 At6 Shine,Azul,Nafta,4,Automática,1.6,SUV,38000,,,,Delantera,5,55 L,165,4170,1534,1979,2600 mm,18000
Fiat Cronos 1.8 16v Precision At6,Bs.As. G.B.A. Norte,Fiat,Cronos,2021,1.8 16v Precision At6,Blanco,Nafta,4,Automática,1.8,Sedán,19000,Sí,Sí,Eléctrica,Delantera,5,48 L,130,4364,1516,1724,2521 mm,19190000
Ford Ranger 3.2 TDI 4X4 DC XLT AT L19,Mendoza,Ford,Ranger,2021,3.2 TDI 4X4 DC XLT AT L19,Blanco,Diésel,4,Automática,,Pick-Up,167990,Sí,Sí,Asistida,4x4,5,80 L,,,,,,30400000
Peugeot 3008 1.6 Feline Thp 163cv Tiptronic,Santa Fe,Peugeot,3008,2014,1.6 Feline Thp 163cv Tiptronic,Blanco,Nafta,5,Automática,1.6,Monovolumen,113000,Sí,Sí,Asistida,Delantera,5,53 L,163,4365,1639,1837,2675 mm,14000
Chevrolet Meriva 1.8 Gl Plus,Bs.As. G.B.A. Norte,Chevrolet,Meriva,2012,1.8 Gl Plus,Azul,Nafta,5,Manual,1.8,Monovolumen,132700,No,Sí,Hidráulica,Delantera,5,56 L,106,4042,1624,1645,2468 mm,7200
Toyota Hilux Pick-Up 2.4 Cd Sr 150cv 4x2,Santa Fe,Toyota,Hilux Pick-Up,2017,2.4 Cd Sr 150cv 4x2,Blanco,Diésel,4,Manual,2.4,Pick-Up,137000,Sí,Sí,Hidráulica,4x2,5,80 L,150,5260,1850,1855,2860 mm,33000000
Ford Focus II 2.0 Trend Plus,Bs.As. G.B.A. Norte,Ford,Focus II,2011,2.0 Trend Plus,Gris,Nafta,5,Manual,2.0,Hatchback,112000,,Sí,Asistida,Delantera,5,55 L,145,4337,1500,1850,2690 mm,11000000
Toyota Hilux 3.0 Cd Srv Cuero I 171cv 4x4,Buenos Aires Interior,Toyota,Hilux,2012,3.0 Cd Srv Cuero I 171cv 4x4,Blanco,Diésel,4,Manual,3.0,Pick-Up,263000,,,Hidráulica,4x4,5,80 L,171,5260,1860,1855,2860 mm,20500
Volkswagen Gol 1.4 Power 83cv,Capital Federal,Volkswagen,Gol,2012,1.4 Power 83cv,Gris,Nafta,5,Manual,1.4,Hatchback,120000,,,,Delantera,5,51 L,83,3951,1414,1645,2468 mm,7000000
Citroën C3 Picasso 1.6 Exclusive 115cv,Capital Federal,,C3 Picasso,2015,1.6 Exclusive 115cv,Gris,Nafta,5,Manual,1.6,Hatchback,88000,Sí,Sí,Eléctrica,Delantera,5,55 L,115,4092,1634,1735,2525 mm,9500
Fiat Fiorino 1.4 Fire Evo 87cv,Capital Federal,Fiat,Fiorino,2016,1.4 Fire Evo 87cv,,Nafta,3,Manual,1.4,Furgón,89000,,Sí,Hidráulica,Delantera,2,64 L,87,4184,1873,1780,2699 mm,9900
Ford Ka Se 1.6 2017- Bellocchioautoslp,Bs.As. G.B.A. Sur,Ford,Ka,2017,1.6 Se,Blanco,Nafta,5,,,,80000,,,,,,,,,,,,10500
Peugeot 208 1.6 Allure,Bs.As. G.B.A. Oeste,Peugeot,208,2017,1.6 Allure,,Nafta,5,Manual,1.6,Hatchback,65000,,,Eléctrica,Delantera,5,55 L,115,3872,1470,1702,2541 mm,13500
Mini Cooper 1.6 Pepper 122 Cv,Córdoba,Mini,Cooper,2016,1.6 Pepper 122 Cv,Gris,Nafta,3,Manual,1.6,Hatchback,66000,Sí,,Asistida,Delantera,5,40 L,120,3699,1407,1683,2462 mm,28800
Toyota Hilux 2.4 Cd Dx 150cv 4x4,Buenos Aires Interior,Toyota,Hilux,2021,2.4 Cd Dx 150cv 4x4,Blanco,Diésel,4,Manual,2.4,Pick-Up,105000,,,Hidráulica,4x4,5,80 L,150,5260,1850,1855,2860 mm,26500
Ford Ranger 2.0 Cd 4X2 Xlt At 210Cv,Bs.As. G.B.A. Norte,Ford,Ranger,2023,2.0 Cd 4X2 Xlt At 210Cv,,Diésel,4,Automática,2.0,Pick-Up,8000,,,,,,,210,,,,,42000
Volkswagen Saveiro 1.6 Gp Ce 101cv Safety + Pack High,Neuquén,Volkswagen,Saveiro,2014,,,Nafta,2,Manual,1.6,Pick-Up,136000,,,Hidráulica,Delantera,2,55 L,101,4493,1497,1708,2750 mm,14500000
Ford Territory 1.8 Ecobost Titanium At,Bs.As. G.B.A. Norte,Ford,Territory,2024,1.8 Ecobost Titanium At,,Nafta,5,Automática,1.8,SUV,8800,Sí,,Eléctrica,Delantera,5,60 L,185,4524,1736,1838,2587 mm,42500000
Jeep Compass 2.4 Limited 170cv Atx,Capital Federal,Jeep,Compass,2020,2.4 Limited 170cv Atx,,Nafta,5,Automática,2.4,SUV,62000,Sí,,Hidráulica,4x4,5,60 L,170,4394,1650,2033,2636 mm,31900
BMW Serie 3 3.0 M340I Xdrive,Bs.As. G.B.A. Norte,BMW,Serie 3,2022,3.0 M340I Xdrive,Blanco,Nafta,4,Automática,3.0,Sedán,6000,Sí,Sí,,Integral,5,,387,,,,,88000
Chevrolet Tracker 1.8 Ltz+ 140cv,Bs.As. G.B.A. Norte,Chevrolet,Tracker,2017,,Gris,Nafta,5,Automática,1.8,SUV,115000,Sí,Sí,Asistida,Integral,5,53 L,140,4248,1674,1657,2465 mm,14000000
Citroën Berlingo 1.9 D Plc,Bs.As. G.B.A. Norte,,Berlingo,2009,1.9 D Plc,,Diésel,3,Manual,1.9,Furgón,300000,,,Hidráulica,Delantera,2,60 L,71,4108,1810,1668,2443 mm,5000000
Ford Ranger 3.0 Cd Xlt 4x2,Capital Federal,Ford,Ranger,2011,3.0 Cd Xlt 4x2,Plateado,Diésel,2,Manual,3.0,Pick-Up,175000,,,Hidráulica,4x2,5,75 L,163,5143,1765,1780,2750 mm,11500
Volkswagen Gol 1.6 I Power 601,Capital Federal,Volkswagen,Gol,2008,1.6 I Power 601,,Nafta,3,Manual,1.6,Hatchback,55000,,Sí,Mecánica,Delantera,5,51 L,92,3951,1414,1651,2468 mm,5700
Mercedes-Benz Clase GLA 1.6 Gla200 Urban 156cv,Bs.As. G.B.A. Norte,,Clase GLA,2018,1.6 Gla200 Urban 156cv,Negro,Nafta,5,Automática,1.6,SUV,91500,Sí,Sí,Asistida,Delantera,5,56 L,156,,,,,31000
Volkswagen Polo 1.9 Sd,Capital Federal,Volkswagen,Polo,2005,1.9 Sd,Azul,Diésel,4,Manual,1.9,Sedán,160000,,Sí,Asistida,,,,,,,,,4900
Volkswagen Voyage 1.6 Trenline 101cv,Bs.As. G.B.A. Norte,Volkswagen,Voyage,2015,1.6 Trenline 101cv,Blanco,Nafta,4,Manual,1.6,Sedán,234000,,,Asistida,Delantera,5,55 L,101,4230,1464,1656,2465 mm,9800
Peugeot 208 1.6 Allure Nav Tiptronic,Bs.As. G.B.A. Oeste,Peugeot,208,2017,1.6 Allure Nav Tiptronic,,Nafta,5,Automática,1.6,Hatchback,88000,,Sí,Hidráulica,Delantera,5,55 L,115,3872,1470,1702,2541 mm,13000
Peugeot 408 1.6 Allure 115cv,Capital Federal,Peugeot,408,2017,1.6 Allure 115cv,Gris,Nafta,4,Manual,1.6,Sedán,85000,,,Eléctrica,Delantera,5,60 L,115,4690,1505,1800,2710 mm,12800000
Peugeot Partner 1.4 Furgon Confort,Bs.As. G.B.A. Oeste,Peugeot,Partner,2013,1.4 Furgon Confort,Gris,Nafta,3,Manual,1.4,Furgón,150000,No,Sí,Hidráulica,Delantera,2,55 L,75,4137,1800,1720,2728 mm,8500
Ford Ranger 3.0 Cd Xlt 4x2,Bs.As. G.B.A. Sur,Ford,Ranger,2010,3.0 Cd Xlt 4x2,Negro,Diésel,2,Manual,3.0,Pick-Up,312500,,,Hidráulica,4x2,5,75 L,163,5143,1765,1740,2620 mm,10000
Renault Sandero 1.6 Privilege 105cv,Bs.As. G.B.A. Sur,Renault,Sandero,2018,1.6 Privilege 105cv,Plateado,Nafta,5,Manual,1.6,Hatchback,123900,Sí,,Asistida,Delantera,5,50 L,105,4060,1536,1733,2590 mm,13900000
Ford Ecosport 1.5 Titanium 123cv 4x2 Automática,Capital Federal,Ford,Ecosport,2018,1.5 Titanium 123cv 4x2 Automática,Negro,Nafta,5,Automática,1.5,SUV,145000,Sí,Sí,Asistida,4x2,5,52 L,123,4241,1693,1821,2608 mm,17490000
Peugeot Partner Confort 1.6 Hdi Año 2014,Capital Federal,Peugeot,Partner Furgon,2014,Confort 1.6 Hdi,Plateado,Diésel,3,Manual,1.6,Furgón,157000,,Sí,,,,,,,,,,9100
Peugeot 207 1.6 Xt,Bs.As. G.B.A. Norte,Peugeot,207,2012,1.6 Xt,Plateado,Nafta,5,Manual,1.6,Hatchback,53000,,Sí,Hidráulica,Delantera,5,50 L,106,3872,1441,1669,2443 mm,7900
Volkswagen Suran 1.6 Trendline,Bs.As. G.B.A. Sur,Volkswagen,Suran,2017,1.6 Trendline,,Nafta,5,Manual,1.6,Monovolumen,117000,,,Hidráulica,Delantera,5,50 L,101,4204,1585,1660,2467 mm,10000000
Peugeot 308 1.6 Allure Nav 115cv,Bs.As. G.B.A. Oeste,Peugeot,308,2015,1.6 Allure Nav 115cv,Blanco,Nafta,5,Manual,1.6,Hatchback,96000,,,Hidráulica,Delantera,5,60 L,115,4276,1519,1815,2608 mm,13999999
Jeep Compass 2.4 Longitude Plus 4X4,Capital Federal,Jeep,Compass,2017,2.4 Longitude Plus 4X4,Blanco,Nafta,5,Automática,2.4,SUV,90000,,,,4x4,5,60 L,174,4394,1630,2033,2636 mm,24100
Renault Duster 1.6 4x2 Dynamique 110cv,Bs.As. G.B.A. Norte,Renault,Duster,2012,1.6 4x2 Dynamique 110cv,,Nafta,5,Manual,1.6,SUV,162000,,,Hidráulica,4x2,5,50 L,110,4315,1695,1822,2673 mm,12000000
BMW Serie 3 3.0 330i Sedan Sport Line 252cv,Bs.As. G.B.A. Sur,BMW,Serie 3,2022,3.0 330i Sedan Sport Line 252cv,Negro,Nafta,4,Manual,3.0,Sedán,10000,No,Sí,Asistida,Trasera,5,60 L,184,4624,1429,1734,2490 mm,72000
Chevrolet Tracker 1.2 Ltz Turbo At,Capital Federal,Chevrolet,Tracker,2024,1.2 Ltz Turbo At,Azul,Nafta,5,Automática,1.2,SUV,1000,Sí,Sí,Eléctrica,4x2,5,44 L,132,4270,1626,1791,2570 mm,33319000
Volkswagen Bora 1.8 Highline T 180cv,Capital Federal,Volkswagen,Bora,2009,1.8 Highline T 180cv,Negro,Nafta,4,Manual,1.8,Sedán,117000,Sí,,Hidráulica,Delantera,5,55 L,180,4376,1446,1735,2518 mm,9500
Nissan March 1.6 ADVANCE MEDIA-TECH AT L16,Córdoba,Nissan,March,2018,1.6 ADVANCE MEDIA-TECH AT L16,Blanco,Nafta,5,Automática,,Hatchback,55800,,Sí,Asistida,Delantera,5,41 L,,,,,,19000000
Peugeot 408 1.6 Allure Mt,Capital Federal,Peugeot,408,2017,1.6 Allure Mt,Plateado,Híbrido,4,Manual,1,Sedán,32258,No,No,Asistida,4x2,5,60 L,115,4690,1505,1800,2710 mm,14830000
Fiat Cronos 1.3 GSE DRIVE PACK CONECTIVIDAD MT,Capital Federal,Fiat,Cronos,2021,1.3 GSE DRIVE PACK CONECTIVIDAD MT,Otro,Nafta,4,Manual,1,Sedán,31879,No,No,Asistida,4x2,5,48 L,99,4364,1508,1724,2521 mm,15940000
Ford Ka 1.6 Fly Viral,Bs.As. G.B.A. Oeste,Ford,Ka,2009,1.6 Fly Viral,Celeste,Nafta,3,Manual,1.6,Hatchback,160000,No,Sí,Hidráulica,Delantera,4,45 L,95,3836,1420,1990,3578 mm,6300000
Chevrolet Tracker 1.8 Ltz+ Awd At 140cv,Bs.As. G.B.A. Sur,Chevrolet,Tracker,2015,,Gris,Nafta,5,Automática,1.8,SUV,110000,Sí,Sí,Asistida,Integral,5,53 L,140,4248,1674,1657,2465 mm,13500
Volkswagen Fox 1.6 Connect,Bs.As. G.B.A. Oeste,Volkswagen,Fox,2018,1.6 Connect,Negro,Nafta,5,Manual,1.6,Hatchback,70000,,,Eléctrica,Delantera,5,50 L,101,3823,1552,1660,2467 mm,16000000
Fiat Toro 2.0 Freedom 4x4,Buenos Aires Interior,Fiat,Toro,2017,2.0 Freedom 4x4,,Diésel,4,Manual,2.0,Pick-Up,90000,,,,4x4,5,60 L,170,4915,1690,1669,2443 mm,25900000
Volkswagen Amarok 2.0 Cd Tdi 180cv 4x2 Highline Pack,Bs.As. Costa Atlántica,Volkswagen,Amarok,2016,2.0 Cd Tdi 180cv 4x2 Highline Pack,,Diésel,4,Manual,2.0,Pick-Up,70000,Sí,,Hidráulica,4x2,5,80 L,180,5254,1834,1944,3095 mm,24000
Peugeot 3008 1.6 Feline Thp 163cv,Bs.As. G.B.A. Norte,Peugeot,3008,2016,1.6 Feline Thp 163cv,Blanco,Nafta,5,Automática,1.6,Monovolumen,82000,Sí,,Eléctrica,Delantera,5,53 L,163,4365,1639,1837,2675 mm,14990
Toyota Corolla Cross 2.0 Xei Cvt,Bs.As. G.B.A. Sur,Toyota,Corolla Cross,2022,2.0 Xei Cvt,Gris,Nafta,5,Automática,2.0,SUV,34000,Sí,,Eléctrica,4x2,5,47 L,170,4460,1620,1825,2465 mm,29000
Volkswagen Golf 1.6 Format,Bs.As. G.B.A. Sur,Volkswagen,Golf,2004,1.6 Format,,Nafta,5,Manual,1.6,Hatchback,211000,,Sí,Hidráulica,Delantera,5,55 L,100,4149,1459,1735,2515 mm,6500
Dodge Journey 2.7 Rt Atx (3 Filas),Bs.As. G.B.A. Sur,Dodge,Journey,2011,,Gris,Nafta,5,Automática,2.7,SUV,126000,,Sí,Hidráulica,4x2,7,78 L,,4887,1692,1808,2635 mm,11900
Peugeot 308 1.6 Feline Thp 165cv,Capital Federal,Peugeot,308,2018,1.6 Feline Thp 165cv,Plateado,Nafta,5,Manual,1.6,Hatchback,95000,Sí,,Hidráulica,Delantera,5,60 L,165,4292,1518,1800,2608 mm,16700000
Volkswagen Amarok 2.0 Cd Tdi 180cv Highline At,Bs.As. G.B.A. Norte,Volkswagen,Amarok,2020,2.0 Cd Tdi 180cv Highline At,Dorado,Diésel,4,Automática,2.0,Pick-Up,103000,Sí,Sí,Hidráulica,4x2,5,80 L,180,5254,1834,1944,3095 mm,29000
Jeep Compass 2.4 Sport 170cv Atx,Buenos Aires Interior,Jeep,Compass,2013,2.4 Sport 170cv Atx,,Nafta,5,Automática,2.4,SUV,190000,Sí,,Hidráulica,4x4,5,52 L,170,4405,1630,1812,2635 mm,12300
Volkswagen Suran 1.6 I Highline 60d,Bs.As. G.B.A. Sur,Volkswagen,Suran,2007,1.6 I Highline 60d,Gris,Nafta,5,Manual,1.6,Monovolumen,165000,,,Hidráulica,Delantera,5,50 L,101,4166,1547,1660,2467 mm,8500000
Fiat Fiorino 1.3 Fire,Bs.As. G.B.A. Sur,Fiat,Fiorino,1999,1.3 Fire,Blanco,Nafta,3,Manual,1.3,Furgón,1111111,,,,Delantera,2,64 L,68,4184,1873,2210,4250 mm,4900000
Renault Koleos 2.5 Expression 4x2 Mt,Bs.As. G.B.A. Norte,Renault,Koleos,2013,2.5 Expression 4x2 Mt,Gris,Nafta,5,Manual,2.5,SUV,105000,Sí,,Eléctrica,4x2,5,65 L,170,4520,1695,1855,2690 mm,9500
Toyota RAV4 2.4 4x4 At,Bs.As. G.B.A. Norte,Toyota,RAV4,2013,2.4 4x4 At,Gris,Nafta,5,Automática,2.4,SUV,143000,Sí,Sí,Asistida,4x4,5,60 L,170,4625,1720,1815,2660 mm,17000
Chevrolet Tracker 1.2 Turbo At,Capital Federal,Chevrolet,Tracker,2024,1.2 Turbo At,Blanco,Nafta,5,Automática,1.2,SUV,500,Sí,Sí,Eléctrica,4x2,5,44 L,132,4270,1626,1791,2570 mm,33500000
Fiat Fiorino 1.3 Fire,Córdoba,Fiat,Fiorino,2013,1.3 Fire,Blanco,Nafta,3,Manual,1.3,Furgón,247000,No,No,Mecánica,Delantera,2,64 L,68,4184,1873,2210,4250 mm,8000000
Peugeot 206 1.6 Xs Premium,Capital Federal,Peugeot,206,2006,1.6 Xs Premium,Gris,Nafta,3,Manual,1.6,Hatchback,170000,,Sí,Hidráulica,Delantera,5,50 L,90,3835,1432,1652,2442 mm,5000
Honda CR-V 2.4 4x4 Lx,Bs.As. G.B.A. Oeste,Honda,CR-V,2006,2.4 4x4 Lx,,Nafta,5,Manual,2.4,SUV,170000,,,,4x4,5,58 L,185,4520,1680,1656,2465 mm,9800
Ford Mondeo 2.0 Ghia Tdci 140cv Mt,Buenos Aires Interior,Ford,Mondeo,2012,2.0 Ghia Tdci 140cv Mt,Gris,Diésel,4,Manual,2.0,Sedán,140000,Sí,Sí,Hidráulica,Delantera,5,70 L,140,4844,1500,1761,2587 mm,11500
Ford Maverick 2.0 Ecoboost Cd Xlt At8 2wd,Capital Federal,Ford,Maverick,2024,2.0 Ecoboost Cd Xlt At8 2wd,Blanco,Nafta,4,Automática,2.0,Pick-Up,2222,Sí,,Asistida,4x2,5,64 L,253,5072,1745,2121,3076 mm,39999900
Jeep Grand Cherokee 3.6 Limited 286hp Atx,Misiones,Jeep,Grand Cherokee,2014,3.6 Limited 286hp Atx,,Nafta,5,Automática,3.6,SUV,80000,Sí,,Hidráulica,4x4,5,94 L,286,4822,1781,1943,2915 mm,35000
Volkswagen Nivus 1.0 Tsi Tiptronic Comfortline,Bs.As. G.B.A. Sur,Volkswagen,Nivus,2021,1.0 Tsi Tiptronic Comfortline,Blanco,Nafta,5,Automática,1.0,SUV,12000,Sí,Sí,Eléctrica,4x2,5,52 L,116,4266,1493,1757,2566 mm,24990000
Chevrolet Cruze 1.8 Lt Mt 5 p,Bs.As. G.B.A. Norte,Chevrolet,Cruze,2012,1.8 Lt Mt 5 p,,Nafta,5,Manual,1.8,Hatchback,122575,Sí,Sí,Hidráulica,Delantera,5,60 L,141,4597,1477,1855,2711 mm,8500
Nissan Tiida 1.8 Visia,Bs.As. G.B.A. Norte,Nissan,Tiida,2008,1.8 Visia,Rojo,Nafta,5,Manual,1.8,Hatchback,128000,,,Hidráulica,Delantera,5,52 L,124,4295,1535,1695,2600 mm,6490
Citroën Aircross 1.6 Vti 115 Feel,Córdoba,,Aircross,2021,1.6 Vti 115 Feel,Gris,Nafta,5,Manual,1.6,Hatchback,52000,,Sí,Eléctrica,Delantera,5,55 L,115,4306,1741,1766,2542 mm,17400000
Volkswagen Gol 1.6 Gl,Bs.As. G.B.A. Oeste,Volkswagen,Gol,1995,1.6 Gl,Rojo,Nafta,3,Manual,1.6,Hatchback,260000,,,,Delantera,5,51 L,90,3883,1415,1621,2468 mm,4000
Ford Ecosport 1.6 Titanium 110cv 4x2,Capital Federal,Ford,Ecosport,2014,1.6 Titanium 110cv 4x2,Plateado,Nafta,5,Manual,1.6,SUV,90000,,Sí,Eléctrica,4x2,5,52 L,110,4241,1693,1840,2670 mm,11500
Toyota RAV4 2.0 4x2 Cvt,Bs.As. G.B.A. Sur,Toyota,RAV4,2014,2.0 4x2 Cvt,Plateado,Nafta,5,Automática,2.0,SUV,190000,,,Asistida,4x2,5,60 L,146,4570,1715,1845,2660 mm,16000
Fiat Argo 1.3 Drive Gse Manual,Córdoba,Fiat,Argo,2019,1.3 Drive Gse Manual,Blanco,Nafta,5,Manual,1.3,Hatchback,57000,Sí,Sí,Eléctrica,Delantera,5,48 L,99,3998,1500,1724,2521 mm,17500000
Volkswagen Vento 1.4 Highline 150cv At,Bs.As. G.B.A. Sur,Volkswagen,Vento,2018,1.4 Highline 150cv At,,Nafta,4,Automática,1.4,Sedán,137000,,,Hidráulica,Delantera,5,55 L,150,4554,1461,1778,2651 mm,15000
Renault Clio 1.6 Infinit,Bs.As. G.B.A. Sur,Renault,Clio,2007,1.6 Infinit,Azul,Nafta,5,Manual,1.6,Hatchback,135000,,,Asistida,Delantera,5,50 L,110,3773,1435,1639,2472 mm,7990000
Chevrolet Prisma 1.4 Joy Ls + 98cv,Bs.As. G.B.A. Sur,Chevrolet,Prisma,2018,,,Nafta,4,Manual,1.4,Sedán,62000,,,Asistida,Delantera,5,54 L,98,4275,1484,1656,2465 mm,13500
Chevrolet Cruze 1.8 Ltz Mt 141cv,Capital Federal,Chevrolet,Cruze,2019,1.8 Ltz Mt 141cv,Plateado,Nafta,4,Manual,1.8,Sedán,57000,Sí,Sí,Hidráulica,Delantera,5,60 L,141,4597,1477,1677,2467 mm,20499900
